#Wavelength[A] Flux[erg/s/cm^2/A]
7387.6846 8.96569e-18
7388.876 6.693530000000001e-18
7390.0674 7.75613e-18
7391.2583 7.975000000000001e-18
7392.4497 7.87802e-18
7393.6411 9.38531e-18
7394.8325 8.06713e-18
7396.0239 8.633730000000001e-18
7397.2148 6.374040000000001e-18
7398.4062 8.23343e-18
7399.5977 9.201810000000001e-18
7400.7891 7.910970000000001e-18
7401.9805 7.38012e-18
7403.1719 7.26639e-18
7404.3633 1.03652e-17
7405.5552 8.587620000000001e-18
7406.7466 7.45663e-18
7407.938 9.226500000000001e-18
7409.1294 8.33542e-18
7410.3213 8.482020000000001e-18
7411.5127 7.5572e-18
7412.7041 7.94045e-18
7413.896 8.287690000000001e-18
7415.0874 7.506070000000001e-18
7416.2793 9.01281e-18
7417.4712 6.704090000000001e-18
7418.6626 7.48255e-18
7419.8545 7.931090000000001e-18
7421.0459 8.070660000000001e-18
7422.2378 8.36196e-18
7423.4297 9.40499e-18
7424.6216 8.99832e-18
7425.8135 8.896230000000001e-18
7427.0049 8.67873e-18
7428.1968 9.943570000000001e-18
7429.3887 9.8617e-18
7430.5806 9.99461e-18
7431.7725 7.97753e-18
7432.9648 7.311160000000001e-18
7434.1567 1.01129e-17
7435.3486 9.54593e-18
7436.5405 8.634570000000001e-18
7437.7324 8.469020000000001e-18
7438.9248 7.61648e-18
7440.1167 8.57133e-18
7441.3086 8.780830000000001e-18
7442.501 8.7865e-18
7443.6929 7.699e-18
7444.8853 7.31053e-18
7446.0771 7.288010000000001e-18
7447.2695 6.20133e-18
7448.4614 8.26482e-18
7449.6538 8.385000000000001e-18
7450.8462 7.5823e-18
7452.0381 7.810820000000001e-18
7453.2305 6.1265000000000005e-18
7454.4229 6.722330000000001e-18
7455.6152 7.141470000000001e-18
7456.8076 7.368710000000001e-18
7458.0 6.102340000000001e-18
7459.1924 6.591020000000001e-18
7460.3843 6.250530000000001e-18
7461.5767 6.9012100000000004e-18
7462.7695 8.15577e-18
7463.9619 6.26431e-18
7465.1543 6.99132e-18
7466.3467 5.6452300000000006e-18
7467.5391 8.415970000000001e-18
7468.7319 8.60606e-18
7469.9243 7.60147e-18
7471.1167 8.36735e-18
7472.3096 6.1341200000000006e-18
7473.502 8.068630000000001e-18
7474.6948 5.459030000000001e-18
7475.8872 6.1885900000000006e-18
7477.0801 5.890510000000001e-18
7478.2725 6.2941200000000005e-18
7479.4653 8.663470000000001e-18
7480.6577 6.4746500000000004e-18
7481.8506 6.467130000000001e-18
7483.0435 7.226560000000001e-18
7484.2363 6.878000000000001e-18
7485.4287 6.68678e-18
7486.6216 6.1717100000000006e-18
7487.8145 6.915940000000001e-18
7489.0073 8.291200000000001e-18
7490.2002 6.3533100000000004e-18
7491.3931 7.07998e-18
7492.5859 6.07581e-18
7493.7788 5.777690000000001e-18
7494.9717 6.150430000000001e-18
7496.1646 6.5568600000000004e-18
7497.3574 6.526410000000001e-18
7498.5508 6.62685e-18
7499.7437 5.940980000000001e-18
7500.9365 4.7889100000000005e-18
7502.1299 5.2682e-18
7503.3228 6.31249e-18
7504.5156 6.16564e-18
7505.709 5.9586700000000005e-18
7506.9019 5.6164600000000004e-18
7508.0952 5.84615e-18
7509.2881 6.4156700000000005e-18
7510.4814 5.644870000000001e-18
7511.6748 6.09542e-18
7512.8677 6.8178100000000005e-18
7514.061 3.745230000000001e-18
7515.2544 6.183720000000001e-18
7516.4473 5.190840000000001e-18
7517.6406 6.25992e-18
7518.834 6.08607e-18
7520.0273 4.11455e-18
7521.2207 5.967980000000001e-18
7522.4141 6.811990000000001e-18
7523.6074 4.66972e-18
7524.8008 6.6299900000000004e-18
7525.9941 5.83072e-18
7527.1875 5.3096300000000006e-18
7528.3809 4.62883e-18
7529.5742 6.560200000000001e-18
7530.7676 6.17582e-18
7531.9614 6.371750000000001e-18
7533.1548 5.59772e-18
7534.3481 5.381510000000001e-18
7535.542 3.89878e-18
7536.7354 6.272960000000001e-18
7537.9292 6.07311e-18
7539.1226 4.954210000000001e-18
7540.3164 4.73564e-18
7541.5098 4.90842e-18
7542.7036 6.040450000000001e-18
7543.897 6.672840000000001e-18
7545.0908 5.29175e-18
7546.2847 5.4178000000000006e-18
7547.478 5.42075e-18
7548.6719 4.9430000000000006e-18
7549.8657 4.0053000000000006e-18
7551.0596 6.3127800000000005e-18
7552.2534 4.99733e-18
7553.4468 6.134320000000001e-18
7554.6406 5.7317700000000006e-18
7555.8345 5.707730000000001e-18
7557.0283 4.9113800000000004e-18
7558.2222 5.5671200000000005e-18
7559.416 5.6198400000000004e-18
7560.6099 4.6746000000000005e-18
7561.8042 5.18047e-18
7562.998 3.889090000000001e-18
7564.1919 3.83224e-18
7565.3857 5.96538e-18
7566.5801 4.23544e-18
7567.7739 6.20602e-18
7568.9678 6.7096400000000006e-18
7570.1621 5.36349e-18
7571.356 3.971150000000001e-18
7572.5503 5.14971e-18
7573.7441 3.7791500000000004e-18
7574.9385 2.7121600000000004e-18
7576.1323 4.59167e-18
7577.3267 3.71893e-18
7578.5205 4.766710000000001e-18
7579.7148 4.4116300000000005e-18
7580.9092 4.32198e-18
7582.103 5.07444e-18
7583.2974 5.01155e-18
7584.4917 4.902260000000001e-18
7585.686 6.61985e-18
7586.8804 5.028440000000001e-18
7588.0747 4.8083100000000006e-18
7589.269 4.27529e-18
7590.4634 3.88e-18
7591.6577 2.8236800000000004e-18
7592.8521 4.0189e-18
7594.0464 4.3128400000000004e-18
7595.2407 7.58305e-18
7596.4351 3.63979e-18
7597.6294 5.34489e-18
7598.8237 6.307730000000001e-18
7600.0181 9.97699e-19
7601.2129 9.61579e-19
7602.4072 2.58414e-18
7603.6016 -1.23271e-19
7604.7964 4.26683e-18
7605.9907 5.3439000000000005e-18
7607.1855 3.08242e-18
7608.3799 3.9261e-18
7609.5747 4.9115300000000004e-18
7610.769 3.26336e-18
7611.9639 4.06672e-18
7613.1587 6.675840000000001e-18
7614.353 4.72096e-18
7615.5479 5.5292000000000006e-18
7616.7427 4.5419900000000004e-18
7617.937 2.9342e-18
7619.1318 4.18507e-18
7620.3267 3.0856600000000003e-18
7621.5215 4.984650000000001e-18
7622.7163 4.43348e-18
7623.9111 4.7552700000000004e-18
7625.1055 6.112490000000001e-18
7626.3003 4.85235e-18
7627.4956 5.170160000000001e-18
7628.6904 3.3017100000000004e-18
7629.8853 3.80921e-18
7631.0801 4.0947500000000005e-18
7632.2749 3.0825300000000003e-18
7633.4697 4.8075700000000005e-18
7634.6646 5.84493e-18
7635.8594 2.64444e-18
7637.0547 5.0260400000000006e-18
7638.2495 6.8024400000000006e-18
7639.4443 5.40868e-18
7640.6396 5.14561e-18
7641.8345 6.6397200000000004e-18
7643.0298 4.05819e-18
7644.2246 4.7819400000000005e-18
7645.4199 5.91863e-18
7646.6147 4.237620000000001e-18
7647.8101 5.018350000000001e-18
7649.0049 4.82497e-18
7650.2002 4.110140000000001e-18
7651.3955 5.582000000000001e-18
7652.5903 5.1232600000000006e-18
7653.7856 4.4222500000000005e-18
7654.981 4.15406e-18
7656.1758 2.9403e-18
7657.3711 4.21168e-18
7658.5664 4.4526900000000005e-18
7659.7617 4.82791e-18
7660.957 5.580190000000001e-18
7662.1523 3.79212e-18
7663.3477 5.2684000000000004e-18
7664.543 4.71725e-18
7665.7383 3.56608e-18
7666.9336 5.2819800000000006e-18
7668.1289 3.535750000000001e-18
7669.3242 3.88024e-18
7670.5195 4.019120000000001e-18
7671.7153 4.24192e-18
7672.9106 3.87695e-18
7674.106 3.74269e-18
7675.3013 4.61183e-18
7676.4971 4.51028e-18
7677.6924 4.6186200000000005e-18
7678.8877 4.815600000000001e-18
7680.0835 4.82708e-18
7681.2788 3.94529e-18
7682.4746 3.84793e-18
7683.6699 3.6940600000000005e-18
7684.8657 5.378250000000001e-18
7686.061 5.6380200000000006e-18
7687.2568 4.4162900000000004e-18
7688.4526 5.1233800000000005e-18
7689.6479 3.4600100000000002e-18
7690.8438 2.77373e-18
7692.0396 3.0072100000000002e-18
7693.2349 4.640360000000001e-18
7694.4307 2.5865500000000003e-18
7695.6265 3.1118600000000002e-18
7696.8223 5.021200000000001e-18
7698.0181 2.8380400000000003e-18
7699.2139 3.73329e-18
7700.4097 3.92717e-18
7701.6055 3.3255e-18
7702.8013 4.14742e-18
7703.9971 4.98229e-18
7705.1929 3.6548100000000005e-18
7706.3887 4.6754000000000006e-18
7707.5845 4.7116300000000004e-18
7708.7803 5.02223e-18
7709.9761 4.3849600000000004e-18
7711.1719 1.7904100000000002e-18
7712.3682 3.95372e-18
7713.564 4.70817e-18
7714.7598 1.6354100000000001e-18
7715.9556 4.0937e-18
7717.1519 5.5853e-19
7718.3477 2.9627500000000003e-18
7719.5439 3.3106900000000003e-18
7720.7397 4.9698800000000006e-18
7721.936 3.618520000000001e-18
7723.1318 6.4110700000000005e-18
7724.3281 4.521390000000001e-18
7725.5239 2.6621300000000003e-18
7726.7202 3.47214e-18
7727.916 4.9034300000000004e-18
7729.1123 4.6701800000000005e-18
7730.3086 3.8572000000000006e-18
7731.5044 3.7620000000000005e-18
7732.7007 4.24559e-18
7733.897 3.1466300000000003e-18
7735.0933 2.8970500000000003e-18
7736.2891 3.4755600000000005e-18
7737.4854 4.1992100000000005e-18
7738.6816 2.74734e-18
7739.8779 3.30862e-18
7741.0742 2.3316900000000003e-18
7742.2705 5.87392e-18
7743.4668 5.65462e-18
7744.6631 3.22426e-18
7745.8594 6.26366e-18
7747.0557 4.72009e-18
7748.252 3.0161900000000004e-18
7749.4482 5.2362400000000004e-18
7750.6445 6.306630000000001e-18
7751.8413 2.8255200000000004e-18
7753.0376 5.0902e-18
7754.2339 3.31577e-18
7755.4302 2.48177e-18
7756.627 4.4274700000000005e-18
7757.8232 1.25957e-18
7759.0195 2.13165e-18
7760.2163 4.1938700000000005e-18
7761.4126 2.76458e-18
7762.6094 2.9571700000000003e-18
7763.8057 4.31858e-18
7765.0024 3.4532300000000002e-18
7766.1987 4.10425e-18
7767.3955 4.4001200000000004e-18
7768.5918 6.823850000000001e-18
7769.7886 2.7956600000000003e-18
7770.9849 3.5625e-18
7772.1816 6.920810000000001e-18
7773.3784 2.8105700000000003e-18
7774.5747 3.2631800000000002e-18
7775.7715 5.92958e-18
7776.9683 6.0330800000000004e-18
7778.165 3.1237700000000003e-18
7779.3618 3.0712100000000004e-18
7780.5581 4.949670000000001e-18
7781.7549 4.11494e-18
7782.9517 4.82316e-18
7784.1484 4.770660000000001e-18
7785.3452 4.1533100000000006e-18
7786.542 2.93441e-18
7787.7388 4.6810400000000005e-18
7788.9355 3.4823e-18
7790.1323 3.69108e-18
7791.3291 5.89119e-18
7792.5259 3.972660000000001e-18
7793.7231 6.667270000000001e-18
7794.9199 4.936260000000001e-18
7796.1167 2.7937300000000004e-18
7797.3135 3.06346e-18
7798.5107 2.6282800000000002e-18
7799.7075 4.25194e-18
7800.9043 3.5453700000000004e-18
7802.1011 3.9145200000000005e-18
7803.2983 4.77086e-18
7804.4951 4.775020000000001e-18
7805.6924 3.6746600000000004e-18
7806.8892 5.4537000000000005e-18
7808.0864 4.68787e-18
7809.2832 2.8878500000000004e-18
7810.48 4.67354e-18
7811.6772 5.048490000000001e-18
7812.8745 5.46842e-18
7814.0713 4.008350000000001e-18
7815.2686 4.8185800000000004e-18
7816.4658 7.03362e-18
7817.6626 6.1477400000000005e-18
7818.8599 1.6724e-18
7820.0571 5.55947e-18
7821.2539 2.50714e-18
7822.4512 5.605830000000001e-18
7823.6484 3.68266e-18
7824.8457 3.4113200000000003e-18
7826.043 2.5625800000000003e-18
7827.2402 4.233500000000001e-18
7828.437 2.8159100000000003e-18
7829.6343 3.6739e-18
7830.8315 3.47655e-18
7832.0288 5.654930000000001e-18
7833.2261 4.7846400000000004e-18
7834.4233 4.192200000000001e-18
7835.6206 3.3700700000000003e-18
7836.8179 3.76973e-18
7838.0156 5.27001e-18
7839.2129 3.9780400000000004e-18
7840.4102 2.8316300000000004e-18
7841.6074 3.8214800000000006e-18
7842.8047 3.60777e-18
7844.0024 2.1772400000000004e-18
7845.1997 3.58974e-18
7846.397 3.66138e-18
7847.5942 2.24915e-18
7848.792 4.2316400000000004e-18
7849.9893 3.1729600000000003e-18
7851.1865 7.83323e-18
7852.3843 4.5478300000000006e-18
7853.5815 -1.4738900000000002e-18
7854.7793 3.77524e-18
7855.9766 5.274140000000001e-18
7857.1743 1.8469400000000003e-18
7858.3716 5.0773700000000004e-18
7859.5693 4.2064500000000004e-18
7860.7666 2.79819e-18
7861.9644 3.86626e-18
7863.1616 4.22936e-18
7864.3594 3.58692e-18
7865.5571 3.89395e-18
7866.7544 5.6006100000000006e-18
7867.9521 3.4276500000000004e-18
7869.1499 3.0966500000000004e-18
7870.3477 4.4762e-18
7871.5454 4.9545700000000006e-18
7872.7427 3.521300000000001e-18
7873.9404 2.39894e-18
7875.1382 3.59158e-18
7876.3359 1.1467700000000001e-18
7877.5337 2.6371600000000004e-18
7878.7314 2.7400900000000004e-18
7879.9292 3.9915400000000004e-18
7881.127 3.5920000000000006e-18
7882.3247 2.9582e-18
7883.5225 4.748110000000001e-18
7884.7202 5.232250000000001e-18
7885.918 3.92343e-18
7887.1157 4.515990000000001e-18
7888.3135 3.5646500000000005e-18
7889.5112 5.44075e-18
7890.709 1.90121e-18
7891.9072 5.66829e-18
7893.105 4.891730000000001e-18
7894.3027 4.4887600000000006e-18
7895.5005 2.7983300000000003e-18
7896.6987 2.25329e-18
7897.8965 4.10984e-18
7899.0942 3.55621e-18
7900.292 4.7824e-18
7901.4902 3.90174e-18
7902.688 2.37503e-18
7903.8862 3.7817300000000004e-18
7905.084 2.48084e-18
7906.2822 3.9072e-18
7907.48 4.0792900000000006e-18
7908.6782 4.09548e-18
7909.876 6.683200000000001e-18
7911.0742 4.618490000000001e-18
7912.272 5.295950000000001e-18
7913.4702 4.75112e-18
7914.668 6.4066e-19
7915.8662 4.2286700000000005e-18
7917.0645 4.49614e-18
7918.2622 5.25696e-18
7919.4604 2.57064e-18
7920.6587 3.68387e-18
7921.8569 3.5369700000000005e-18
7923.0547 2.92373e-18
7924.2529 2.4998000000000004e-18
7925.4512 2.5789400000000003e-18
7926.6494 3.4417600000000003e-18
7927.8477 3.480360000000001e-18
7929.0459 1.80952e-18
7930.2441 3.6048e-18
7931.4419 5.32116e-18
7932.6401 4.5390800000000005e-18
7933.8384 4.126130000000001e-18
7935.0366 2.5688500000000004e-18
7936.2349 3.1491300000000004e-18
7937.4331 4.1625400000000005e-18
7938.6313 3.7424e-18
7939.8296 3.0367e-18
7941.0283 5.34029e-18
7942.2266 3.98689e-18
7943.4248 3.75724e-18
7944.623 3.4527500000000004e-18
7945.8213 3.2666200000000003e-18
7947.0195 3.4536300000000002e-18
7948.2178 4.2886900000000004e-18
7949.4165 5.45279e-18
7950.6147 4.26769e-18
7951.813 2.2773700000000003e-18
7953.0117 3.0220700000000003e-18
7954.21 4.48818e-18
7955.4082 3.47789e-18
7956.6069 4.824710000000001e-18
7957.8052 3.3657400000000002e-18
7959.0039 3.47815e-18
7960.2021 5.890960000000001e-18
7961.4004 5.99146e-18
7962.5991 4.89549e-18
7963.7974 5.796850000000001e-18
7964.9961 3.82698e-18
7966.1943 4.11149e-18
7967.3931 1.9107e-18
7968.5918 2.8402500000000004e-18
7969.79 2.5329600000000002e-18
7970.9888 2.4986900000000003e-18
7972.187 3.0429800000000004e-18
7973.3857 3.5472400000000004e-18
7974.5845 5.148470000000001e-18
7975.7827 2.5224e-18
7976.9814 4.02944e-18
7978.1802 5.7044800000000005e-18
7979.3789 1.1031600000000001e-18
7980.5771 3.4423400000000003e-18
7981.7759 3.1603300000000004e-18
7982.9746 2.4690800000000003e-18
7984.1733 1.84075e-18
7985.3721 3.48023e-18
7986.5708 3.677590000000001e-18
7987.769 2.5710900000000004e-18
7988.9678 4.9368600000000006e-18
7990.1665 4.1658900000000006e-18
7991.3652 6.3834500000000005e-18
7992.564 6.1236800000000005e-18
7993.7627 1.83888e-18
7994.9614 -2.0029500000000002e-18
7996.1602 3.94471e-18
7997.3589 2.49097e-18
7998.5576 2.47596e-18
7999.7563 3.40001e-18
8000.9551 2.40431e-18
8002.1543 3.3335800000000003e-18
8003.353 3.1626800000000003e-18
8004.5518 4.426070000000001e-18
8005.7505 3.61035e-18
8006.9492 2.6795300000000003e-18
8008.1484 4.812340000000001e-18
8009.3472 4.97058e-18
8010.5459 3.4788800000000006e-18
8011.7446 6.113490000000001e-18
8012.9434 4.87235e-18
8014.1426 3.1607500000000003e-18
8015.3413 3.21306e-18
8016.5405 2.44789e-18
8017.7393 3.1417000000000004e-18
8018.938 3.9289700000000004e-18
8020.1372 3.10277e-18
8021.3359 4.457490000000001e-18
8022.5347 4.3142300000000005e-18
8023.7339 4.53441e-18
8024.9326 2.8451800000000002e-18
8026.1318 5.21071e-18
8027.3306 3.2915e-18
8028.5298 2.3304600000000003e-18
8029.7285 4.8544500000000004e-18
8030.9277 2.7347e-18
8032.127 2.71978e-18
8033.3257 3.82494e-18
8034.5249 3.55235e-18
8035.7241 4.19892e-18
8036.9229 4.95814e-18
8038.1221 3.87226e-18
8039.3208 4.27718e-18
8040.52 4.0986400000000004e-18
8041.7192 3.83891e-18
8042.9185 4.3894400000000004e-18
8044.1172 4.22091e-18
8045.3164 3.3938900000000004e-18
8046.5156 4.14629e-18
8047.7148 3.6732000000000006e-18
8048.9141 6.569780000000001e-18
8050.1128 3.4125100000000003e-18
8051.312 5.7144200000000004e-18
8052.5112 4.60807e-18
8053.7104 3.764960000000001e-18
8054.9097 5.19454e-18
8056.1089 4.0652900000000005e-18
8057.3081 4.919140000000001e-18
8058.5073 4.5961300000000005e-18
8059.7065 3.61732e-18
8060.9058 3.79174e-18
8062.105 5.74599e-18
8063.3042 2.0204800000000003e-18
8064.5034 3.99748e-18
8065.7026 3.857850000000001e-18
8066.9019 4.41393e-18
8068.1011 5.3163700000000005e-18
8069.3003 3.49307e-18
8070.4995 3.9850100000000005e-18
8071.6992 4.48234e-18
8072.8984 4.749590000000001e-18
8074.0977 3.48391e-18
8075.2969 3.9644200000000005e-18
8076.4961 4.97977e-18
8077.6953 4.4975200000000004e-18
8078.895 4.074390000000001e-18
8080.0942 4.4178000000000005e-18
8081.2935 4.0810700000000006e-18
8082.4927 3.8686800000000006e-18
8083.6924 2.73276e-18
8084.8916 3.57683e-18
8086.0913 3.61157e-18
8087.2905 3.33744e-18
8088.4897 3.3286500000000004e-18
8089.6895 4.6439e-18
8090.8887 4.0314700000000005e-18
8092.0879 3.87701e-18
8093.2876 4.7682300000000006e-18
8094.4868 3.79286e-18
8095.6865 3.612350000000001e-18
8096.8857 5.21147e-18
8098.0854 5.505520000000001e-18
8099.2847 6.1989500000000004e-18
8100.4844 2.7345600000000003e-18
8101.6836 2.9734600000000003e-18
8102.8833 4.300960000000001e-18
8104.083 3.4172700000000003e-18
8105.2822 5.81417e-18
8106.4819 5.52503e-18
8107.6812 4.2944e-18
8108.8809 5.194460000000001e-18
8110.0806 3.33977e-18
8111.2798 4.7567800000000005e-18
8112.4795 4.1670800000000005e-18
8113.6792 3.9664100000000005e-18
8114.8784 4.99561e-18
8116.0781 4.76981e-18
8117.2778 4.6716600000000006e-18
8118.4775 4.49083e-18
8119.6768 5.24156e-18
8120.8765 4.9048200000000005e-18
8122.0762 5.2174000000000004e-18
8123.2759 4.838000000000001e-18
8124.4751 5.53717e-18
8125.6748 4.1213900000000005e-18
8126.8745 4.81354e-18
8128.0742 3.8375300000000006e-18
8129.2739 4.919140000000001e-18
8130.4736 4.1054600000000005e-18
8131.6733 4.49186e-18
8132.873 4.417880000000001e-18
8134.0728 3.64372e-18
8135.272 3.2913400000000005e-18
8136.4717 4.88217e-18
8137.6714 4.2698500000000004e-18
8138.8711 3.81787e-18
8140.0708 4.384060000000001e-18
8141.271 3.61988e-18
8142.4707 4.998590000000001e-18
8143.6704 4.59751e-18
8144.8701 4.712450000000001e-18
8146.0698 3.05551e-18
8147.2695 4.1396100000000004e-18
8148.4692 3.75935e-18
8149.6689 4.7444400000000005e-18
8150.8687 5.34993e-18
8152.0684 4.643500000000001e-18
8153.2681 4.043240000000001e-18
8154.4683 4.6762600000000006e-18
8155.668 4.87777e-18
8156.8677 4.54506e-18
8158.0674 4.2306300000000004e-18
8159.2671 3.730100000000001e-18
8160.4673 3.9269200000000005e-18
8161.667 4.184990000000001e-18
8162.8667 4.03056e-18
8164.0669 4.327010000000001e-18
8165.2666 5.6472800000000005e-18
8166.4663 5.012480000000001e-18
8167.666 4.5759900000000004e-18
8168.8662 4.52829e-18
8170.0659 3.80191e-18
8171.2656 4.72187e-18
8172.4658 3.0031100000000003e-18
8173.6655 5.2597600000000006e-18
8174.8657 4.2634e-18
8176.0654 5.160840000000001e-18
8177.2651 4.5846800000000005e-18
8178.4653 4.7565700000000006e-18
8179.665 3.75303e-18
8180.8652 4.78847e-18
8182.0649 4.78141e-18
8183.2651 4.07515e-18
8184.4648 3.55104e-18
8185.665 4.6550800000000005e-18
8186.8647 5.53716e-18
8188.0649 4.23275e-18
8189.2646 4.376790000000001e-18
8190.4648 4.8079900000000004e-18
8191.6646 4.95535e-18
8192.8643 4.7227200000000006e-18
8194.0645 4.13746e-18
8195.2646 4.610720000000001e-18
8196.4648 4.69692e-18
8197.665 4.7498400000000005e-18
8198.8643 4.38645e-18
8200.0645 4.758850000000001e-18
8201.2646 4.85813e-18
8202.4648 3.58009e-18
8203.665 5.01054e-18
8204.8652 5.0032900000000004e-18
8206.0654 4.442150000000001e-18
8207.2646 4.83051e-18
8208.4648 4.00983e-18
8209.665 4.353860000000001e-18
8210.8652 3.73793e-18
8212.0654 4.64948e-18
8213.2656 3.4603500000000002e-18
8214.4658 5.5945300000000005e-18
8215.666 4.11518e-18
8216.8652 3.92702e-18
8218.0654 5.264030000000001e-18
8219.2656 4.647480000000001e-18
8220.4658 4.377740000000001e-18
8221.666 5.31757e-18
8222.8662 4.93871e-18
8224.0664 4.7632e-18
8225.2666 3.2937200000000003e-18
8226.4668 4.5435000000000005e-18
8227.667 3.970880000000001e-18
8228.8672 3.62095e-18
8230.0674 3.976430000000001e-18
8231.2676 3.34876e-18
8232.4678 3.93794e-18
8233.668 4.616210000000001e-18
8234.8682 3.5456600000000006e-18
8236.0684 5.490480000000001e-18
8237.2686 4.4748500000000005e-18
8238.4688 4.75276e-18
8239.6689 4.9912e-18
8240.8691 2.92293e-18
8242.0693 4.73863e-18
8243.2695 4.872920000000001e-18
8244.4697 5.22017e-18
8245.6699 4.18465e-18
8246.8701 5.84956e-18
8248.0703 4.35601e-18
8249.2705 5.68707e-18
8250.4707 4.9109900000000006e-18
8251.6709 4.67548e-18
8252.8711 5.02053e-18
8254.0713 3.998500000000001e-18
8255.2715 3.86419e-18
8256.4717 4.51355e-18
8257.6719 4.3979200000000006e-18
8258.8721 4.9010800000000006e-18
8260.0723 5.643980000000001e-18
8261.2734 5.17685e-18
8262.4736 5.3183900000000004e-18
8263.6738 5.42808e-18
8264.874 4.955310000000001e-18
8266.0742 5.96141e-18
8267.2744 4.11396e-18
8268.4746 5.03911e-18
8269.6748 3.9840300000000005e-18
8270.875 4.59341e-18
8272.0762 6.121650000000001e-18
8273.2764 4.5796100000000004e-18
8274.4766 4.75845e-18
8275.6768 5.595000000000001e-18
8276.877 3.57531e-18
8278.0771 4.337750000000001e-18
8279.2773 3.6197700000000006e-18
8280.4785 3.77181e-18
8281.6787 7.23121e-18
8282.8789 7.667290000000001e-18
8284.0791 4.2384000000000005e-18
8285.2793 3.6248e-18
8286.4805 5.126250000000001e-18
8287.6807 7.06146e-18
8288.8809 4.7681700000000006e-18
8290.0811 4.0162200000000005e-18
8291.2812 5.4406200000000004e-18
8292.4824 4.617040000000001e-18
8293.6826 4.77762e-18
8294.8828 1.3722500000000002e-18
8296.083 3.2473500000000003e-18
8297.2832 4.45561e-18
8298.4844 5.5646300000000004e-18
8299.6846 1.3359800000000002e-18
8300.8848 3.835e-18
8302.085 1.3773900000000001e-18
8303.2861 5.486440000000001e-18
8304.4863 3.4093800000000003e-18
8305.6865 4.337510000000001e-18
8306.8867 5.03546e-18
8308.0879 6.04667e-18
8309.2881 4.584880000000001e-18
8310.4883 6.26408e-18
8311.6885 5.6958200000000004e-18
8312.8896 3.8585100000000004e-18
8314.0898 3.82111e-18
8315.29 5.26968e-18
8316.4912 3.8108000000000006e-18
8317.6914 4.6825200000000006e-18
8318.8916 5.887730000000001e-18
8320.0918 4.3495900000000006e-18
8321.293 4.35666e-18
8322.4932 5.93818e-18
8323.6934 3.63014e-18
8324.8945 4.386020000000001e-18
8326.0947 4.8942300000000005e-18
8327.2949 4.9029e-18
8328.4961 5.07762e-18
8329.6963 4.982960000000001e-18
8330.8965 5.24274e-18
8332.0977 3.2600500000000002e-18
8333.2979 4.9897600000000005e-18
8334.498 5.04347e-18
8335.6992 4.16095e-18
8336.8994 4.18112e-18
8338.0996 4.7757700000000004e-18
8339.3008 1.3284900000000002e-18
8340.501 6.8400000000000006e-18
8341.7012 5.030070000000001e-18
8342.9023 4.46818e-18
8344.1025 8.44436e-18
8345.3027 6.284590000000001e-18
8346.5039 5.11687e-18
8347.7041 3.1004200000000003e-18
8348.9053 6.92606e-19
8350.1055 4.0412300000000005e-18
8351.3057 3.79035e-18
8352.5068 4.49421e-18
8353.707 5.87884e-18
8354.9082 6.0691e-18
8356.1084 4.9935000000000004e-18
8357.3086 3.2561400000000005e-18
8358.5098 5.41126e-18
8359.71 3.54346e-18
8360.9111 2.7914600000000004e-18
8362.1113 6.418120000000001e-18
8363.3115 6.27158e-18
8364.5127 7.48307e-18
8365.7129 4.22927e-18
8366.9141 3.9929900000000005e-18
8368.1143 4.01033e-18
8369.3154 4.5254300000000006e-18
8370.5156 5.418920000000001e-18
8371.7158 5.200210000000001e-18
8372.917 4.7609300000000006e-18
8374.1172 5.741410000000001e-18
8375.3184 5.7793300000000005e-18
8376.5186 4.311670000000001e-18
8377.7197 4.5024e-18
8378.9199 4.86445e-18
8380.1201 3.59115e-18
8381.3213 3.2196800000000004e-18
8382.5215 3.0971100000000004e-18
8383.7227 3.698030000000001e-18
8384.9229 4.027310000000001e-18
8386.124 4.2025300000000005e-18
8387.3242 3.68277e-18
8388.5254 4.68698e-18
8389.7256 6.3688200000000006e-18
8390.9268 5.769590000000001e-18
8392.127 5.4972800000000005e-18
8393.3281 6.4439400000000005e-18
8394.5283 7.587060000000001e-18
8395.7295 6.724050000000001e-18
8396.9297 5.97568e-18
8398.1309 6.045500000000001e-18
8399.3311 1.8727200000000003e-18
8400.5322 5.796470000000001e-18
8401.7324 2.90029e-18
8402.9336 3.900630000000001e-18
8404.1338 4.46086e-18
8405.335 4.4514e-18
8406.5352 4.2781500000000006e-18
8407.7363 5.05107e-18
8408.9365 5.1687700000000006e-18
8410.1377 5.10705e-18
8411.3379 7.11569e-18
8412.5391 6.653240000000001e-18
8413.7393 4.6944200000000005e-18
8414.9404 3.8157000000000004e-18
8416.1406 7.25946e-18
8417.3418 4.07402e-18
8418.542 4.76908e-18
8419.7432 4.456e-18
8420.9434 4.265540000000001e-18
8422.1445 6.174820000000001e-18
8423.3447 5.033690000000001e-18
8424.5459 7.78278e-18
8425.7461 3.7473700000000006e-18
8426.9473 8.804630000000001e-18
8428.1484 3.4331000000000002e-18
8429.3486 2.68566e-18
8430.5498 8.68389e-18
8431.75 -1.70593e-19
8432.9512 5.640540000000001e-18
8434.1514 2.4999e-18
8435.3525 2.37353e-18
8436.5527 1.80675e-18
8437.7539 4.64919e-18
8438.9541 4.556070000000001e-18
8440.1553 4.65714e-18
8441.3564 3.768430000000001e-18
8442.5566 6.211810000000001e-18
